file_name,element,matched_sentences,sentence_count,sentence_density,matched_lemmas,total_lemmas,token_density,role_weighted_score,role_weighted_density,top_words
bible_BKR_1Te.txt,prophetic_speech,0,40,0.0,0,738,0.0,0.0,0.0,
bible_BKR_1Te.txt,ritual_sacrifice,0,40,0.0,0,738,0.0,0.0,0.0,
bible_BKR_1Te.txt,royal_power,1,40,0.025,1,738,0.00136,0.8,0.02,království:1
bible_BKR_1Te.txt,sacred_space,0,40,0.0,0,738,0.0,0.0,0.0,
bible_BKR_1Te.txt,war_conflict,0,40,0.0,0,738,0.0,0.0,0.0,
bible_BKR_1Te.txt,wisdom,0,40,0.0,0,738,0.0,0.0,0.0,
bible_BKR_1Te.txt,yhwh_elements,0,40,0.0,0,738,0.0,0.0,0.0,
bible_BKR_1Tm.txt,christian_elements,10,40,0.25,18,592,0.03041,17.8,0.445,kristus:8; ježíš:7; apoštol:1; evangelium:1; církev:1
bible_BKR_1Tm.txt,covenant_law,3,40,0.075,3,592,0.00507,3.0,0.075,zákon:3
bible_BKR_1Tm.txt,divine,15,40,0.375,30,592,0.05068,28.6,0.715,kristus:8; ježíš:7; bůh:6; víra:6; milost:2; sláva:1
bible_BKR_1Tm.txt,divine_hierarchy,0,40,0.0,0,592,0.0,0.0,0.0,
bible_BKR_1Tm.txt,eschatology,0,40,0.0,0,592,0.0,0.0,0.0,
bible_BKR_1Tm.txt,genealogy_lineage,0,40,0.0,0,592,0.0,0.0,0.0,
bible_BKR_1Tm.txt,kinship,1,40,0.025,1,592,0.00169,1.3,0.0325,syn:1
