subj,verb,obj,count_total
Jekamiáš,zplodit,Jekamiáš,2
Jekamiáš,zplodit,Elisama,2
Sema,zplodit,Racham,2
Sema,zplodit,otec,2
Sema,zplodit,Reke,2
Sema,zplodit,Sammaie,2
kterýž,užívat,díl,2
on,zrodit,on,2
Reaiáš,zplodit,Jachat,2
syn,zplodit,Jachat,2
Jachat,zplodit,Jachat,2
Ahumai,zplodit,Jachat,2
Meonatai,zplodit,Ofro,2
Meonatai,zplodit,Joába,2
Saraiáš,zplodit,Ofro,2
Saraiáš,zplodit,Joába,2
kterýž,bydlit,ten,2
syn,bydlit,Gáda,2
syn,bydlit,země,2
bůh,vzbudit,duch,2
bůh,vzbudit,král,2
Eleazar,zplodit,Fínesa,2
Eleazar,zplodit,Fínes,2
Eleazar,zplodit,Abisua,2
Uzi,zplodit,Zerachiáš,2
Uzi,zplodit,Meraiota,2
Zerachiáš,zplodit,Zerachiáš,2
Zerachiáš,zplodit,Meraiota,2
Meraiot,zplodit,Amariáš,2
Meraiot,zplodit,Achitoba,2
Amariáš,zplodit,Amariáš,2
Achitob,zplodit,Achimaas,2
Sádocha,zplodit,Achimaas,2
Sádoch,zplodit,Achimaas,2
Achimaas,zplodit,Azariáš,2
Achimaas,zplodit,Jochanan,2
Azariáš,zplodit,Azariáš,2
Azariáš,zplodit,Jochanan,2
Achitob,zplodit,Salluma,2
Sádocha,zplodit,Salluma,2
Sádoch,zplodit,Salluma,2
Sallum,zplodit,Helkiáš,2
Sallum,zplodit,Azariáš,2
Helkiáš,zplodit,Helkiáš,2
Helkiáš,zplodit,Azariáš,2
Azariáš,zplodit,Saraiáš,2
Azariáš,zplodit,Jozadak,2
Saraiáš,zplodit,Saraiáš,2
Saraiáš,zplodit,Jozadak,2
pole,dát,Kálef,2
pole,dát,syn,2
kterýž,být,čeleď,2
ten,bydlit,bratr,2
ten,bydlit,bratrý,2
ten,bydlit,svůj,2
Ner,zplodit,Saule,2
Cis,zplodit,Saule,2
Zimri,zplodit,Moza,2
Moza,zplodit,Bina,2
Azel,mít,syn,2
Sallum,ostříhat,práh,2
Sallum,ostříhat,stánek,2
Sallum,ostříhat,vcházení,2
syn,ostříhat,práh,2
syn,ostříhat,stánek,2
syn,ostříhat,vcházení,2
kterýž,ostříhat,práh,2
kterýž,ostříhat,stánek,2
kterýž,ostříhat,vcházení,2
Levítová,být,sprava,2
Levítová,být,komora,2
Achaz,zplodit,Jár,2
Jár,zplodit,Jár,2
Jár,zplodit,Alemeta,2
muž,utíkat,filistinský,2
střelec,trefit,on,2
Saul,říci,svůj,2
vida,nalehnout,meč,2
on,nalehnout,meč,2
filistinský,učinit,Saul,2
kdož,porazit,kole,2
kdož,porazit,Jebuzea,2
David,bydlit,hrad,2
ten,pozdvihnout,kop,2
lid,utéci,filistinský,2
ten,sstoupit,tři,2
ó,dát,já,2
ó,dát,pítě,2
někdo,dát,já,2
někdo,dát,pítě,2
kterýž,být,braný,2
ten,probivit,vojsko,2
ten,učinit,ten,2
sstoupiv,zabít,lev,2
sstoupiv,zabít,jáma,2
ten,zabít,muž,2
ten,mít,ruka,2
Banaiáš,učinit,ten,2
David,ustanovit,on,2
David,ustanovit,drabant,2
kterýž,přijít,David,2
ten,být,udatný,2
den,být,David,2
David,shromáždit,lid,2
Uza,spravovat,vůz,2
hospodin,obořit,Uza,2
boj,říci,den,2
Chíram,poslat,poslo,2
hospodin,potvrdit,on,2
kterýž,zrodit,Jeruzalém,2
David,uslyšat,což,2
břeh,protrhovat,voda,2
odvra,trefit,on,2
všickn,bát,on,2
truhlo,vcházet,město,2
David,rozbít,kterýž,2
David,rozbít,on,2
pohostina,být,on,2
hrozný,nad,všecka,2
hospodin,učinit,nebesa,2
zvuk,vydat,moře,2
Sádocha,nechat,kněz,2
Cožkoli,být,tvůj,2
Cožkoli,být,teba,2
učiň,být,srdce,2
učiň,být,tvůj,2
učiň,být,teba,2
slovo,stát,noc,2
kole,chodit,kudyž,2
já,utvrdit,trůn,2
já,utvrdit,věk,2
ten,znát,služebník,2
bůh,jít,jenž,2
ten,zjevit,služebník,2
David,pobrat,on,2
syrský,přitáhnout,damašek,2
syrský,přitáhnout,pomoc,2
syrský,přitáhnout,král,2
David,porazit,dvamecítma,2
David,porazit,tisíc,2
David,pobrat,štít,2
David,porazit,všecek,2
kterýžto,přinést,nádoba,2
král,obětovat,stříbro,2
soud,činit,lid,2
David,činit,poctivost,2
David,činit,otec,2
David,činit,tvůj,2
kterýž,potěšit,ty,2
Chanun,vzav,služebník,2
král,rozkázat,on,2
Králové,být,pole,2
protož,vybrat,některý,2
ostatek,dát,lid,2
ostatek,dát,správa,2
ostatek,dát,bratr,2
vidouce,utéci,Abizai,2
on,utéci,Abizai,2
kterýž,bydlet,řeka,2
syrský,utéci,Izrael,2
David,porazit,sedm,2
král,vyjíždívat,vojna,2
David,zůstat,Jeruzalém,2
David,navrátit,lidé,2
David,navrátit,Jeruzalém,2
dřevo,být,kop,2
ten,zabít,on,2
Jonata,zabít,on,2
kterýž,padnout,ruka,2
Joáb,dát,počet,2
hospodin,mluvit,ten,2
Gád,přijít,David,2
meč,být,protivník,2
meč,být,den,2
lidský,upadat,ruka,2
hospodin,uvést,mor,2
ráno,nechat,lid,2
ráno,nechat,tvůj,2
hospodin,vyslyšet,on,2
oltář,být,výsost,2
ť,být,dům,2
ť,být,oltář,2
ť,být,zápal,2
tento,být,dům,2
tento,být,oltář,2
tento,být,zápal,2
David,říci,syn,2
Onť,ustavit,jméno,2
kterýž,způsobit,vy,2
hospodin,dát,lid,2
kterýž,prorokovat,harfa,2
čtyřmecít,být,houfa,2
Dodai,být,houf,2
bůh,říci,já,2
hospodin,dát,syn,2
kterýž,dát,ten,2
my,být,teba,2
hospodin,zvelebit,oko,2
Elkán,říci,on,2
kdokoli,obětovat,obět,2
dům,mít,já,2
kterýž,pohrdat,já,2
starec,být,dům,2
starec,být,den,2
já,učinit,věc,2
filistinský,položit,Eben,2
filistinský,položit,Afek,2
kdo,vysvobodit,my,2
Filistinská,shromáždit,všecka,2
Filistinská,shromáždit,kníže,2
hospodin,uslyšet,on,2
ruka,být,den,2
syn,chodit,cesta,2
kterýž,činit,den,2
kterýž,kralovat,vy,2
muž,být,město,2
muž,přinést,kterýž,2
cožkole,být,srdce,2
pojav,uvést,on,2
Samuel,říci,ť,2
kuchař,říci,ť,2
hospodin,pomazat,ty,2
duch,sstoupit,ty,2
bůh,být,teba,2
strýc,říci,co,2
strýc,říci,vy,2
Samuel,říci,co,2
Samuel,říci,vy,2
Saul,odšít,dům,2
Saule,ustanovit,král,2
což,mluvit,já,2
protož,vysvobodit,ruka,2
král,přitáhnout,vy,2
on,být,Saul,2
on,být,Jonata,2
on,být,Gabaa,2
ten,přicházet,den,2
kterýž,zůstávat,on,2
houf,obrátit,cesta,2
kterýž,být,Saul,2
kterýž,nosit,efod,2
náš,vydat,ruka,2
ten,být,znamení,2
kterýž,být,vojšta,2
kterýž,jesnat,chléb,2
otec,zavázat,přísaha,2
Saul,říci,on,2
já,slyšet,kterýž,2
Zdaliž,mít,líbost,2
on,zavrhnout,řeč,2
on,zavrhnout,ty,2
hospodin,zavrhnout,řeč,2
hospodin,zavrhnout,ty,2
Samuel,říci,on,2
člověk,hledět,ten,2
člověk,hledět,srdce,2
hospodin,hledět,ten,2
hospodin,hledět,srdce,2
údolí,být,on,2
ten,jít,on,2
kterýž,jít,boj,2
kterýž,vytrhnout,já,2
kterýž,vytrhnout,moc,2
muž,jít,on,2
hospodin,zavřít,ruka,2
an,držet,ruka,2
David,hrát,ruka,2
David,počínat,se,2
David,mluvit,slovo,2
Saul,dát,dcera,2
Saul,učinit,co,2
Saul,poslat,ten,2
kterýž,být,Socho,2
Samuel,být,Socho,2
David,prosit,já,2
já,mluvit,kterouž,2
něco,přihodit,on,2
Jonata,volat,pacholet,2
král,poručit,já,2
král,poručit,věc,2
bůh,učinit,co,2
syn,dát,vy,2
kdo,oznámit,já,2
bezživotí,hledat,kdož,2
bezživotí,hledat,bezživotí,2
muž,říci,David,2
David,tázat,Hospodina,2
ť,dát,on,2
David,být,poušť,2
otec,znát,ten,2
zifejský,přijít,Saul,2
zifejský,přijít,Gabaa,2
posel,přijít,ten,2
Saul,navrátit,honění,2
ten,padnout,srdce,2
já,odplatit,ten,2
já,odplatit,já,2
já,odplatit,dobrý,2
já,odplatit,te,2
ten,oznámit,on,2
ten,oznámit,všecka,2
ten,oznámit,slovo,2
pasouka,být,zeď,2
pasouka,být,my,2
pasouka,být,noc,2
pasouka,být,všecka,2
pasouka,být,on,2
jméno,být,on,2
hospodin,učinit,pán,2
David,poslat,toba,2
kterýž,být,Gallim,2
já,sstoupit,teba,2
bůh,dát,tvůj,2
David,říci,Abizai,2
místo,být,on,2
muž,jít,ten,2
hospodin,vzbudit,ty,2
služebník,učinit,co,2
ten,vyjít,já,2
nic,jet,den,2
děvka,uposlechnout,hlas,2
děvka,uposlechnout,slovo,2
David,bít,večer,2
hospodin,dát,což,2
Saul,umřít,on,2
kterýž,být,Židovstvo,2
kdo,pohrdat,člověk,2
kteříž,spát,noc,2
kterýž,pracovat,vy,2
Hymeneus,být,jenž,2
kterýž,dát,se,2
kdo,žádat,biskupství,2
kdo,žádat,žeť,2
kdo,žádat,práce,2
kterýž,poznat,pravda,2
kterýž,dávat,my,2
já,milovat,pravda,2
kterýž,vytrhnout,my,2
což,přemyšlovat,podlé,2
amen,být,on,2
kdo,zarmoutit,ť,2
kdo,zarmoutit,já,2
ť,zarmoutit,ť,2
ť,zarmoutit,já,2
já,odpustit,co,2
kterýž,vzkřísit,pán,2
ten,obnovovat,den,2
my,prosit,místo,2
ť,být,vy,2
kterýž,dít,svatý,2
hojnost,být,pomoc,2
rovnost,být,pomoc,2
ten,netoliko,oblíčej,2
opatrujíce,netoliko,oblíčej,2
kterýž,milovat,vy,2
pán,dát,vzdělání,2
my,chlubit,ten,2
bůh,vědět,ť,2
vy,mít,co,2
kterýž,hřešit,prvý,2
pán,dát,já,2
kterýž,být,Samaří,2
kterýž,vyjít,vy,2
kterýž,spadnout,on,2
muž,říci,město,2
Elizeus,říci,ten,2
on,porazit,Moábské,2
on,porazit,on,2
on,porazit,porážka,2
muž,oznámit,ten,2
Gézi,říci,služebník,2
jeho,padnout,noha,2
hejtman,dát,on,2
tento,učid,já,2
syn,poslat,jeden,2
míra,být,stříbro,2
kterýž,pozůstat,město,2
král,poslat,vojsko,2
kterýž,říci,což,2
Elizeus,říci,což,2
Edom,odstoupit,den,2
Edom,odstoupit,království,2
kterýž,obklíčit,on,2
Ochoziáš,počít,léta,2
syrský,ranit,kterýžižik,2
syrský,ranit,on,2
medlo,povězit,my,2
strážný,oznámit,ten,2
kterýž,chovat,syn,2
což,mluvit,služebník,2
on,kázat,on,2
kněz,svolat,všecka,2
já,uvozovat,kterýž,2
hospodin,počít,den,2
Atalia,pomordovat,síma,2
matka,pomordovat,síma,2
dcera,vzít,Joasa,2
Atalia,kralovat,jenž,2
Atalia,kralovat,země,2
kterýž,odcházet,sobota,2
kněz,dát,setník,2
kněz,dát,kop,2
kteréž,být,dům,2
držíce,brát,svůj,2
král,stát,místo,2
Atalia,roztrhnout,roucho,2
lid,jít,dům,2
Matana,zabít,kněz,2
Matana,zabít,oltář,2
Atalie,zabít,meč,2
Joas,být,léta,2
což,být,všecka,2
což,být,den,2
kterýž,nalézat,dům,2
ten,obracet,on,2
Amaziáš,kralovat,on,2
Joachaz,kralovat,léta,2
Joas,kralovat,léta,2
cožkole,činit,čin,2
Joas,usnout,otec,2
Elizeus,vložit,ruka,2
kterýž,vzít,ruka,2
všecko,činit,což,2
Joas,činit,což,2
kterýž,zabít,král,2
zvíře,jít,ten,2
srdce,pozdvihnout,ty,2
každý,utíkat,příbytek,2
Amaziáš,jmout,král,2
Amaziáš,jmout,Betsemes,2
Joas,jmout,král,2
Joas,jmout,Betsemes,2
Judský,vzít,lid,2
kterýž,být,Gethefer,2
protož,vysvobodit,on,2
Amaziáš,činit,kterýž,2
Jotam,kralovat,on,2
Sallum,kralovat,léta,2
Sallum,kralovat,měsíc,2
Sallum,kralovat,Samaří,2
král,vytáhnout,země,2
Pekach,kralovat,léta,2
Jotam,usnout,otec,2
Achas,kralovat,on,2
Achas,být,léta,2
kterýž,udělat,dům,2
Achas,usnout,otec,2
Ezechiáš,kralovat,on,2
Ozee,kralovat,léta,2
král,přitáhnout,jenž,2
král,vzít,léta,2
hospodin,přikázat,jenž,2
samařský,nadělat,se,2
samařský,nadělat,národ,2
samařský,nadělat,jenž,2
národ,nadělat,se,2
národ,nadělat,národ,2
národ,nadělat,jenž,2
kterýž,stavět,dům,2
hospodin,vydat,kterýž,2
Senacherib,přitáhnout,město,2
král,přitáhnout,město,2
Eliakim,vyjít,on,2
kdo,zpodepřet,jenž,2
kdo,jet,on,2
Židovsky,mlout,my,2
Židovsky,mlout,lidé,2
pán,poslat,toba,2
lejno,jíst,svůj,2
moč,pít,vy,2
Ezechiáš,velet,vy,2
Zdaliž,vysvobodit,můj,2
který,být,bůh,2
ješto,vysvobodit,země,2
ješto,vysvobodit,ruka,2
ješto,vysvobodit,můj,2
správce,poslat,Eliakima,2
hospodin,slyšet,všecka,2
král,poslat,jenž,2
hospodin,pomstít,slovo,2
protož,pozdvihnout,modlitba,2
protož,pozdvihnout,ostatek,2
služebník,přijít,Izaiáš,2
Izaiáš,odpovědět,jenž,2
tento,povědět,pán,2
služebník,rouhat,jenž,2
služebník,rouhat,já,2
aj,pustit,vítr,2
já,pustit,vítr,2
an,dobývat,Lebn,2
bůh,svodit,ty,2
Zdaliž,vysvobodit,on,2
boh,vysvobodit,on,2
kterýž,být,Telasar,2
list,vzav,protož,2
Ezechiáš,rozvinout,on,2
Ezechiáš,rozvinout,Hospodin,2
kterýž,poslat,činění,2
kterýž,poslat,útržek,2
protož,zahladit,on,2
záž,modlit,já,2
záž,modlit,strana,2
dcera,potřásat,teba,2
dcera,potřásat,hlava,2
zpouzení,přijít,ucho,2
ostatek,vpustit,kořen,2
ostatkový,vyjít,Jeruzalém,2
ť,vejít,město,2
Esarchaddon,kralovat,on,2
Izaiáš,přijít,on,2
Ezechiáš,plakat,pláč,2
ť,slyšet,modlitba,2
Ezechiáš,ukázat,což,2
Ezechiáš,ukázat,on,2
Ezechiáš,ukázat,dům,2
Ezechiáš,ukázat,panství,2
muž,pravit,co,2
nic,být,poklad,2
cožkole,být,dům,2
otec,nachovat,tvoj,2
otec,nachovat,den,2
kterýž,sát,ty,2
pokoj,být,den,2
Ezechiáš,usnout,otec,2
Manasses,kralovat,on,2
Manasses,být,léta,2
hospodin,říci,kterýž,2
Mojžíš,vydat,kterýž,2
amorejšký,činit,věc,2
amorejšký,činit,což,2
hospodin,říci,protož,2
Manasses,usnout,otec,2
Amon,kralovat,on,2
Amon,být,léta,2
Manasses,činit,ten,2
otec,chodit,cesta,2
otec,chodit,jenž,2
služebník,spuntovat,on,2
kterýž,spuntovat,král,2
Joziáš,být,léta,2
Safan,oznámit,král,2
kněz,dát,kniha,2
kněz,dát,já,2
Safan,číst,on,2
Safan,číst,král,2
já,uvést,místo,2
já,připojit,ty,2
já,připojit,otec,2
král,vstoupit,dům,2
všickn,slyšet,všecka,2
všickn,slyšet,slovo,2
ten,vysypat,prach,2
vůz,spálit,oheň,2
kterýž,být,palác,2
Joakim,být,pětmecítma,2
hospodin,poslat,lotřík,2
Joachin,kralovat,on,2
král,pobrat,řeka,2
Joachin,být,léta,2
ten,dát,rozhněvání,2
Sedechiáš,zprotivit,ten,2
Sedechiáš,zprotivit,král,2
kaldejský,ležet,město,2
vojsko,rozprchnout,on,2
řetěz,svázat,on,2
Nebuzardan,přitáhnout,měsíc,2
výška,být,loket,2
hejtman,vzít,kněz,2
jenž,bývat,král,2
kterýž,popisovat,vojsko,2
král,pobít,on,2
Godoliáš,přisáhnout,on,2
Evilmerodach,povýšit,léta,2
král,povýšit,léta,2
hlas,stát,on,2
ť,odpustit,anděl,2
ť,odpustit,svět,2
živlový,rozplynout,pálivost,2
oltář,být,stánek,2
Šalomoun,obětovat,Hospodin,2
jenž,nenávidět,ty,2
protož,pojít,muž,2
Šalomoun,sečít,všecka,2
Šalomoun,sečít,cizozemec,2
Šalomoun,sečít,kterýž,2
David,sečít,všecka,2
David,sečít,cizozemec,2
David,sečít,kterýž,2
síň,být,čelo,2
síň,být,dvadcet,2
kterýž,být,čelo,2
kterýž,být,dvadcet,2
křídlo,dotýkat,křídlo,2
kterýž,troubit,trouba,2
všickn,poznat,země,2
hospodin,ukázat,noc,2
já,vyslyšet,on,2
služebník,přivézt,zlato,2
služebník,přivézt,dříví,2
služebník,přivézt,algumim,2
kterýž,přivézt,zlato,2
kterýž,přivézt,dříví,2
kterýž,přivézt,algumim,2
kterýž,přecházet,moře,2
syn,uslyšet,ten,2
král,odpovědět,on,2
já,přidat,on,2
jeden,navradit,dům,2
každý,navradit,dům,2
kněz,postavit,on,2
kterýž,přitáhnout,on,2
vy,opustit,já,2
Abiáš,sšikovat,vojsko,2
Abiáš,sšikovat,Jeroboa,2
Abiáš,sšikovat,on,2
množství,být,ruka,2
množství,být,syn,2
množství,být,vy,2
kterýž,nadělat,vy,2
země,být,pokoj,2
aj,hledat,Hospodina,2
aj,hledat,bůh,2
aj,hledat,on,2
ť,povést,vy,2
bůh,odvrátit,on,2
syn,vyjít,on,2
hospodin,bojovat,nepřítel,2
otec,dát,Kterýmž,2
otec,dát,mnoho,2
otec,dát,Jehoram,2
království,dát,Kterýmž,2
království,dát,mnoho,2
království,dát,Jehoram,2
střevo,vyjít,nemoc,2
hospodin,vzbudit,duch,2
kterýž,být,končina,2
ten,rozmáhat,den,2
on,mít,ten,2
kterýž,hledat,srdce,2
hospodin,mluvit,syn,2
lid,být,síň,2
jenž,být,dům,2
Joas,poslat,král,2
bodlák,poslat,král,2
Amaziáš,činit,ten,2
Amaziáš,činit,což,2
syn,být,ten,2
kterýž,činit,což,2
Uziáš,činit,což,2
hospodin,vyhnat,syn,2
kterýž,porazit,on,2
David,činit,kterýž,2
lid,shromáždit,Jeruzalém,2
kterýž,činit,bůh,2
poslové,chodit,město,2
kněz,kropit,krev,2
slavnost,přesnicet,den,2
Ezechiáš,zřídit,třída,2
hospodin,požehnat,lid,2
hospodin,požehnat,svůj,2
král,poslat,Jeruzalém,2
já,učinit,co,2
boh,vytrhnout,ruka,2
bůh,opustit,on,2
kterýž,mluvívat,jméno,2
Manasses,ponížit,Hospodin,2
otec,ponížit,Hospodin,2
správce,dát,on,2
aj,pravit,tento,2
aj,pravit,povězt,2
prchlivost,mít,vylitý,2
kterýž,slyšet,místo,2
kdožs,slyšet,slovo,2
kdožs,slyšet,místo,2
Konaniáš,darovat,pět,2
který,slavit,hod,2
který,slavit,ten,2
který,slavit,kterýž,2
který,slavit,kněz,2
Joziáš,slavit,hod,2
Joziáš,slavit,ten,2
Joziáš,slavit,kterýž,2
Joziáš,slavit,kněz,2
kterýž,bojovat,já,2
jenž,zavázat,přísaha,2
což,pozůstat,on,2
hospodin,vzbudit,léta,2
hospodin,vzbudit,král,2
kterýž,dát,všecka,2
Cýrus,pravit,tento,2
úzkost,obklíčit,já,2
hospodin,učinit,milosrdenství,2
Abner,říci,on,2
Joáb,zatroubit,trouba,2
hospodin,přisáhnout,on,2
aj,přijít,toba,2
kterýž,přivést,on,2
lid,plakat,hrob,2
což,líbit,lid,2
ten,líbit,lid,2
všecek,líbit,on,2
všecek,líbit,lid,2
Izrael,všeckat,den,2
pohostina,být,den,2
on,spát,lůžko,2
kterýž,oznámit,já,2
ješto,zdát,on,2
ješto,zdát,jenž,2
darovat,zdát,on,2
darovat,zdát,jenž,2
král,učinit,smlouva,2
třidcet,kralovat,Juda,2
třidcet,kralovat,léta,2
hospodin,vyjít,teba,2
kterýž,být,pahrbek,2
král,sedět,dům,2
hospodin,být,srdce,2
anobrž,být,ty,2
bůh,být,ty,2
truhla,zůstávat,staň,2
truhla,zůstávat,pole,2
pán,zůstávat,staň,2
pán,zůstávat,pole,2
Joáb,zůstávat,staň,2
Joáb,zůstávat,pole,2
což,připravit,pocestný,2
což,připravit,on,2
muž,připravit,pocestný,2
muž,připravit,on,2
an,hledět,ten,2
umřít,stát,den,2
aj,mluvit,on,2
Amnon,říci,on,2
všickn,vyjít,on,2
Absolon,říci,on,2
král,uslyšet,věc,2
jeden,zůstat,on,2
král,být,vina,2
král,naplnit,žádost,2
slovo,být,já,2
služebník,způsobit,ten,2
služebník,zapálit,dědina,2
hospodin,přivést,já,2
všickn,jít,král,2
pán,být,místo,2
král,být,místo,2
služebník,být,místo,2
syn,být,město,2
syn,být,on,2
syn,říci,co,2
Absolon,mluvit,on,2
Achitofel,mluvit,on,2
kterýž,být,množství,2
David,přijít,Mahanaim,2
já,mít,ruka,2
kterýž,přijít,ty,2
král,sedět,brána,2
my,mít,ť,2
kterýžto,zatroubit,trouba,2
Aduram,být,plat,2
hlad,být,léta,2
syn,zavázat,přísaha,2
hospodin,vyvolit,kteréhož,2
dým,vycházet,chříp,2
mrákota,být,noha,2
vysoký,vydat,zvuk,2
Poslav,vytáhnout,já,2
Poslav,vytáhnout,voda,2
protož,odplatit,já,2
ten,nakládat,milosrdný,2
hospodin,osvěcovat,temnost,2
dobrotivost,zvelebit,já,2
kterýž,povstávat,já,2
lid,sloužit,já,2
cizozemec,lhát,já,2
kterýž,činit,milosrdenství,2
kterýž,být,David,2
hospodin,učinit,vysvobození,2
David,být,pevnost,2
David,být,Betlý,2
lid,být,pevnost,2
lid,být,Betlý,2
kterýž,hubit,lid,2
kterýž,trpět,jenž,2
kterýž,trpět,úzkost,2
bůh,poslat,on,2
kdož,vzývat,jméno,2
pán,vysvobodit,já,2
cožs,naučit,kdosi,2
syn,chodit,upřímnost,2
kterýž,bydlet,rozsedlina,2
bůh,mluvit,já,2
hospodin,odpovědět,já,2
vidění,být,čas,2
nakažení,jít,tvář,2
nakažení,jít,noha,2
uhlí,jít,tvář,2
uhlí,jít,noha,2
ten,shromažďovat,se,2
ten,shromažďovat,mzda,2
ten,shromažďovat,on,2
ten,shromažďovat,pytlík,2
kdož,shromažďovat,mzda,2
kdož,shromažďovat,on,2
kdož,shromažďovat,pytlík,2
vy,jet,dům,2
pečlive,jet,dům,2
já,pohnout,jednou,2
já,pohnout,nebe,2
někdo,přijít,hromada,2
někdo,přijít,káde,2
hospodin,být,Sion,2
kterýž,držet,berla,2
lid,jít,zajetí,2
král,jít,zajetí,2
já,vyvést,země,2
já,vyvést,poušť,2
hospodin,mluvit,kterýž,2
sto,zůstat,město,2
sto,zůstat,ten,2
dům,zůstat,ten,2
had,ušťknout,on,2
tma,být,jenž,2
den,být,jenž,2
blesk,být,jenž,2
kdož,zůstat,Jákoba,2
žena,být,město,2
syn,padnout,meč,2
Nabuchodonozor,přitáhnout,léta,2
pán,vydat,ruka,2
kterýž,jídat,pokrm,2
kterýž,jídat,stůl,2
sen,vyjít,já,2
sen,vyjít,paměť,2
on,zjevovat,věc,2
kterýž,oznámit,výklad,2
bůh,být,nebe,2
co,dít,den,2
kterýž,být,lidé,2
kterýž,bývat,ruka,2
kterýž,panovat,krajina,2
kterýž,poslat,anděl,2
bůh,učinit,kterýž,2
výsost,dosahovat,nebe,2
pták,bydlit,ratolest,2
ť,vzdálit,on,2
všickn,mít,jenž,2
já,pozdvihnout,oko,2
rozum,navrátit,já,2
ozdoba,mít,sláva,2
důstojnost,mít,sláva,2
král,učinit,hod,2
král,pít,on,2
výklad,oznámit,já,2
bůh,obdařit,otec,2
bůh,obdařit,důstojnost,2
bůh,obdařit,kterouž,2
bůh,obdařit,on,2
kterýž,mít,království,2
čas,přijít,den,2
král,povstat,království,2
poslední,povstat,království,2
poslední,povstat,on,2
léta,ukázat,počátek,2
vidění,ukázat,počátek,2
kterýž,ukázat,počátek,2
slovo,stát,jenž,2
kterýž,mluvit,my,2
vývod,být,vyjití,2
téhodna,být,vyjití,2
kterýž,slout,jméno,2
ruka,dotknout,já,2
ten,obrátit,tvář,2
ten,obrátit,ostrov,2
ten,obrátit,on,2
hanění,obrátit,tvář,2
hanění,obrátit,ostrov,2
hanění,obrátit,on,2
kterýž,učinit,smlouva,2
kterýž,vyučovat,jiný,2
věc,mluvit,bůh,2
kterýž,stát,voda,2
který,porozumět,co,2
moudří,porozumět,co,2
čas,být,ten,2
den,být,ten,2
kterýž,mluvit,lid,2
Mojžíš,mluvit,lid,2
Kdyžto,zabít,Seon,2
Kdyžto,zabít,Oga,2
Kdyžto,zabít,Edrei,2
hospodin,mluvit,Orébě,2
hospodin,rozmnožit,vy,2
hospodin,přikázat,my,2
vy,přistoupit,já,2
kterýž,jít,vy,2
kterýž,předcházet,vy,2
ten,mluvit,vy,2
kterýž,bydlit,hora,2
horecský,bydlit,Seir,2
horecský,bydlit,prvý,2
horecský,bydlit,místo,2
dokudž,vyhladit,on,2
hospodin,zahladit,tvář,2
kterýž,bydlit,Azerim,2
kterýž,bydlit,Gáza,2
kterýž,bydlit,místo,2
Seon,vytáhnout,my,2
jenž,být,Aroer,2
jenž,být,břeh,2
město,být,Aroer,2
město,být,břeh,2
hospodin,dát,náš,2
sidonský,říkat,Hermon,2
sidonský,říkat,on,2
amorejšký,říkat,Hermon,2
amorejšký,říkat,on,2
Sanir,říkat,Hermon,2
Sanir,říkat,on,2
Dokudž,dát,odpočinutí,2
hospodin,dávat,on,2
on,uvést,on,2
hospodin,být,volání,2
já,předkládat,kterýž,2
hospodin,zavést,kterýž,2
lid,slyšet,ten,2
hlas,slyšet,ten,2
vražedlník,utéci,on,2
vražedlník,utéci,jeden,2
hospodin,nechat,pomsta,2
kdož,brát,jméno,2
abys,světit,on,2
Hospodina,být,den,2
hospodin,mluvit,slovo,2
kole,říci,což,2
kterouž,mluvit,já,2
kterouž,mluvit,toba,2
já,dávat,on,2
kterýž,přikázat,toba,2
hospodin,vyvolit,ty,2
více,být,národ,2
hospodin,ostříhat,tobě,2
kterýž,nenávidět,ty,2
oko,slitovat,on,2
hospodin,učinit,národ,2
hospodin,vyplénit,národ,2
hospodin,vyplénit,ten,2
ohavnost,být,on,2
člověk,cvičit,ty,2
hospodin,cvičit,ty,2
kterýž,vyvést,voda,2
ten,ukazovat,den,2
hospodin,vyhnat,on,2
hospodin,vyhánět,tvář,2
hospodin,rozhněvat,vy,2
hospodin,dát,dsk,2
kterýž,mluvit,prostředek,2
dsk,mít,ruka,2
hospodin,uslyšet,já,2
hospodin,říci,čas,2
kterýž,být,dska,2
prvý,napsat,dska,2
slovo,napsat,dska,2
kterýž,přijímat,osoba,2
kterýž,učinit,věc,2
kterýž,znát,ten,2
kterýž,činit,prostřed,2
země,otevřít,ústa,2
hospodin,vyhnat,národ,2
pomezí,být,poušť,2
vy,jít,Jordán,2
přejdouce,bydlit,země,2
přejdouce,bydlit,místo,2
hospodin,dát,vůkol,2
hospodin,mít,ohavnost,2
kterýž,půjčit,ruka,2
kterýž,půjčit,ten,2
kterýž,půjčit,což,2
kterýž,půjčit,bližní,2
on,panovat,národ,2
abys,pamatovat,den,2
hospodin,požehnat,ť,2
hospodin,vyvolit,on,2
který,přijít,žádost,2
který,přijít,svůj,2
který,přijít,místo,2
Levíta,přijít,žádost,2
Levíta,přijít,svůj,2
kterýž,stát,Hospodin,2
ten,činit,kdožkoli,2
hospodin,vyhladit,národ,2
bůh,dávat,kterouž,2
tvůj,dávat,kterouž,2
prvý,mít,on,2
abosi,milovat,Hospodina,2
krev,být,toba,2
abys,vzít,on,2
ješto,poslouchat,hlas,2
lidé,uházet,on,2
lidé,uházet,kamení,2
někdo,pojmout,žena,2
kterýž,obývat,manželka,2
syn,vejít,shromáždění,2
