subj,verb,obj,count_total
Jeremiáš,poslat,kteréž,2
Jeremiáš,poslat,král,2
Jeremiáš,poslat,Babylon,2
Sedechiáš,poslat,kterýž,2
Sedechiáš,poslat,ostatek,2
Sedechiáš,poslat,kteréž,2
Sedechiáš,poslat,král,2
Sedechiáš,poslat,Babylon,2
Nabuchodonozor,přestěhovat,Jeruzalém,2
já,vydat,ruka,2
hospodin,dát,ty,2
hospodin,dát,kněz,2
hospodin,dát,takový,2
hospodin,dát,žalář,2
já,učinit,lid,2
já,vysvobodit,ty,2
štěpař,štěpovat,vinice,2
ústa,mluvit,ústa,2
jenž,být,Anatot,2
jenž,být,země,2
vy,říkat,kterýž,2
kterýž,mít,semeno,2
lid,poslouchat,já,2
Báruch,sepsat,ústa,2
kterýž,sejít,město,2
král,spálit,kniha,2
král,spálit,kterouž,2
Joakim,spálit,kniha,2
kterýž,sepsat,ústa,2
kterýž,sepsat,on,2
kterýž,mluvit,prorok,2
Kaldejská,odtrhnout,vojsko,2
hejtman,být,brána,2
Jeremiáš,sedět,den,2
prosba,mít,místo,2
prosba,mít,teba,2
muž,učinit,všecek,2
muž,učinit,Jeremiáš,2
muž,učinit,prorok,2
Sedechiášův,oslepit,oko,2
Nebuzardan,zavést,lid,2
kterýž,mít,nic,2
kterýž,přicházet,my,2
Izmael,zabít,syn,2
kterýž,přivést,Izmael,2
kterýž,přivést,syn,2
kterýž,přivést,kterýž,2
kterýž,přivést,Gabaon,2
hlas,uposlechnout,hlas,2
Jeremiáš,říci,lid,2
počet,navrátit,země,2
já,trestat,vy,2
ten,jít,teba,2
já,znát,ť,2
oheň,vyjít,Ezebon,2
kterýž,mít,právo,2
všecka,pouštět,pustina,2
všecka,pouštět,věčný,2
divit,být,rána,2
kterýž,postavit,já,2
žeť,vyvlest,on,2
žeť,vyvlest,stádo,2
mládenec,padnout,ulice,2
kterýž,nalézat,on,2
kterýž,loupit,on,2
kterýž,natahovat,lučiště,2
sova,bydlit,on,2
národ,pít,víno,2
kterýž,dít,já,2
král,zmordovat,Ribla,2
Judská,zmordovat,syn,2
Judská,zmordovat,oko,2
Judská,zmordovat,Ribla,2
člověk,mít,práce,2
kdož,rozmnožovat,umění,2
bolest,rozmnožovat,umění,2
což,dít,slunce,2
kterýž,dít,slunce,2
bůh,dát,člověk,2
co,dít,slunce,2
lidé,mluvit,kterýž,2
kdo,kopat,jáma,2
kopat,upadat,on,2
ten,padat,poledne,2
ten,padat,místo,2
tříst,být,kterýž,2
dům,být,kterýž,2
prach,navrátit,země,2
prach,navrátit,bůh,2
duch,navrátit,země,2
duch,navrátit,bůh,2
kterýž,učinit,světlo,2
všecka,přebývat,on,2
plnost,přebývat,on,2
bůh,svěřit,ten,2
co,dít,my,2
kterýž,stát,oblíčej,2
Ježíš,nazůvat,jméno,2
anděl,odšít,on,2
kterýž,být,věk,2
kterýž,nenávidět,my,2
ten,přišedat,hodina,2
kterýž,slyšet,on,2
on,srozumět,slovo,2
kdo,ukázat,vy,2
ďábel,říci,on,2
vdova,být,den,2
vdova,být,lid,2
člověk,být,škola,2
Ježíš,přimluvit,on,2
ďábel,povrout,on,2
slunce,vodit,on,2
kterýž,být,loď,2
Mojžíš,přikázat,svědectví,2
kterýž,stolit,on,2
tehdáž,postit,den,2
záplata,přišívat,roucha,2
žádný,vlévat,víno,2
žádný,vlévat,nádoba,2
víno,rozpučit,nádoba,2
otec,činívat,prorok,2
ť,pravit,vy,2
kterýž,nenávidět,vy,2
kterýž,proklínat,vy,2
kdo,udeřit,ty,2
kdo,udeřit,líce,2
lidé,činit,vy,2
vy,čidit,on,2
ústa,mluvit,hojnost,2
on,vážit,se,2
Ježíš,jít,on,2
aj,být,roucho,2
kterýž,být,roucho,2
kterýž,pozvat,on,2
on,padnout,cesta,2
jeden,padnout,cesta,2
matka,stát,tvá,2
muž,potkat,on,2
Ježíš,otázat,on,2
ďábel,vyjít,kteréhož,2
ten,prosit,on,2
bůh,učinit,věc,2
Ježíš,učinit,věc,2
Ježíš,učinit,on,2
kdo,dotkci,já,2
on,vyhnat,všecka,2
jeden,vstát,mrtvý,2
kdož,ztratit,duše,2
kdož,ztratit,já,2
ť,zachovat,on,2
kdož,stydět,já,2
Ježíš,přimluvit,duch,2
on,srozumět,ten,2
kdož,přijmout,já,2
an,vymítat,jméno,2
an,vymítat,ďáblo,2
učedlník,viděvat,ten,2
mrtvý,pochovávat,mrtvý,2
království,přiblížit,vy,2
kdož,slyšet,vy,2
kdož,slyšet,já,2
aj,dávat,ť,2
vy,vidět,což,2
syn,prosit,chléb,2
kterýž,prosit,on,2
on,znát,myšlení,2
já,vymítat,Belzebub,2
syn,vymítat,váš,2
syn,vymítat,kdo,2
kdož,být,já,2
duch,vyjít,člověk,2
což,být,vy,2
vnitř,být,vy,2
kdož,zapřít,já,2
kdož,zapřít,lidé,2
služebník,říci,srdce,2
ť,přijít,den,2
pán,přijít,den,2
člověk,vzav,kteréž,2
žena,vzíst,kterýž,2
kterýž,pozvat,ty,2
což,být,pokoj,2
člověk,mít,syn,2
což,být,lidé,2
ohavnost,být,lidé,2
kterýž,padat,stůl,2
osličit,být,on,2
bratr,zhřešit,toba,2
kdož,přijmout,království,2
kole,přijmout,království,2
ten,vejít,království,2
on,volat,syn,2
hřivno,získat,hřiven,2
kterýž,mít,hřiven,2
ten,být,oko,2
nepřítel,obklíčet,ty,2
Otíž,říci,on,2
člověk,štípit,vinice,2
pán,učinit,což,2
kdož,padnout,kámen,2
podobenství,mluvit,on,2
kterýž,činit,spravedlivý,2
Mojžíš,napsat,my,2
bratr,umřít,dítě,2
bratr,pojmout,manželka,2
on,mít,on,2
on,mít,manželka,2
což,zbývat,on,2
kterýž,kojit,den,2
an,bét,oblace,2
kterak,zradit,on,2
člověk,potkat,vy,2
velký,být,vy,2
vůdce,být,vy,2
kterýž,udeřit,ty,2
kterýž,být,panství,2
on,odpovídat,on,2
on,odpovídat,nic,2
kněz,svolat,},2
což,učinit,zlé,2
tvůj,poroučit,ruka,2
tvůj,poroučit,duch,2
kterýž,očekávat,království,2
muž,postavit,on,2
muž,postavit,roucho,2
co,stát,on,2
on,podat,on,2
kněz,pálit,ten,2
ten,pálit,oltář,2
kterýž,být,věc,2
syn,kropit,krev,2
syn,kropit,oltář,2
obět,být,obět,2
jeho,vložit,ruka,2
jeho,vložit,hlava,2
kdo,zhřešit,poblouzení,2
kněz,zhřešit,hřích,2
kněz,zhřešit,kterýž,2
všecken,vyjmout,tuk,2
všecken,vyjmout,on,2
všecken,odejmout,tuk,2
kněz,pálit,on,2
kněz,pálit,obět,2
ť,nalet,on,2
kněz,očistit,skopce,2
kněz,obětovat,on,2
řád,být,hřích,2
obět,zabít,místo,2
obět,zabít,týž,2
obět,zabít,obět,2
pohlaví,být,jísto,2
pohlaví,být,on,2
pohlaví,být,místo,2
pohlaví,být,jeden,2
kterýž,obětovat,kterouž,2
kterýž,obětovat,ten,2
kdož,jesnat,maso,2
kole,jesnat,maso,2
kdož,jesnat,tuk,2
kdož,jesnat,hovada,2
kdož,jesnat,lid,2
kole,jesnat,tuk,2
kole,jesnat,hovada,2
kole,jesnat,lid,2
kterýž,jesnat,tuk,2
kterýž,jesnat,hovada,2
kterýž,jesnat,lid,2
kdož,obětovat,obět,2
kdož,obětovat,hospodin,2
hospodin,přikázat,kteréž,2
hospodin,přikázat,den,2
oděv,dát,on,2
náramenník,dát,on,2
Mojžíš,vzít,olej,2
ostatek,vylit,krev,2
ostatek,vylit,spodek,2
Aron,položit,ruka,2
Aron,položit,hlava,2
tuk,pálit,hřích,2
syn,podat,on,2
hovado,být,země,2
kterýž,chodit,noha,2
kdož,dotknout,tělo,2
kole,dotknout,tělo,2
kdož,nést,tělo,2
kole,nést,tělo,2
kdož,dotknout,on,2
kole,dotknout,on,2
což,plazit,prs,2
kterýž,plazit,prs,2
kterýž,porodit,pacholík,2
poškvrna,být,kůže,2
tělo,přikrýt,kůže,2
tělo,přikrýt,hlava,2
vřed,být,kůže,2
chlupový,zbělet,on,2
ten,rozmohnout,očištění,2
ráno,být,všecka,2
ráno,být,den,2
ráno,být,jmíny,2
přebývání,být,stan,2
kněz,pohledět,pakle,2
prst,omoci,olej,2
kdož,dotkci,lůže,2
kněz,očistit,tok,2
síma,vyjít,jenž,2
žena,trpět,čas,2
krvotok,trpět,čas,2
kněz,obětovat,jeden,2
kterýž,být,obět,2
kterýž,být,hřích,2
Aron,obětovat,volka,2
Aron,obětovat,kozel,2
Aron,obětovat,hřích,2
tento,být,ustanovení,2
kole,zabít,volo,2
kole,zabít,vně,2
kole,zabít,stan,2
kterýž,být,pohostina,2
kterýž,být,duše,2
kterýž,činit,on,2
hanba,odkrýt,otec,2
hanba,odkrýt,hanba,2
kterýž,vyvrat,tvář,2
já,vyvrat,tvář,2
já,postavit,tvář,2
lid,přehlídat,ten,2
dva,umrát,smrt,2
žena,zabít,on,2
kdož,spát,žena,2
kterýž,oddělit,národ,2
Mojžíš,mluvit,slovo,2
kdož,dotkci,nečistota,2
kdož,dotkci,cokoli,2
kole,dotkci,nečistota,2
kole,dotkci,cokoli,2
kterýž,dotkci,nečistota,2
kterýž,dotkci,cokoli,2
kole,obětovat,vedlo,2
kterýž,obětovat,vedlo,2
kněz,obracet,obět,2
úrod,mít,ovoce,2
úrod,mít,všecka,2
kterýž,bydlet,teba,2
léta,zůstávat,léta,2
polní,vydat,úrod,2
polní,vydat,ovoce,2
mlácení,postihnout,vinobraní,2
mlácení,postihnout,setí,2
vinobraní,postihnout,vinobraní,2
vinobraní,postihnout,setí,2
pakle,poslouchat,já,2
já,manit,já,2
já,manit,vy,2
maní,zacházet,hněv,2
maní,zacházet,vy,2
já,zacházet,já,2
já,zacházet,hněv,2
já,zacházet,vy,2
kteříž,pozůstat,vy,2
kněz,cenit,on,2
kněz,sečít,on,2
všickn,chodit,věk,2
národ,chodit,věk,2
jeden,chodit,věk,2
my,chodit,věk,2
věž,přijít,te,2
ten,vyjít,ty,2
ť,vyslyšet,já,2
výpověd,rozejít,den,2
čtyřidcet,být,poušť,2
on,opustivat,loď,2
jeho,ujmout,on,2
ďábelství,vymítat,mnohý,2
abosi,pravit,žádný,2
poražený,ležet,šlak,2
Ježíš,sedět,stůl,2
ženích,být,on,2
Ježíš,jít,sobota,2
množství,jít,on,2
Petr,dát,jenž,2
Petr,dát,on,2
on,odpovědět,on,2
kole,činit,vůle,2
jiný,padnout,místo,2
ďábel,prosit,on,2
tok,mít,léta,2
sestra,zdalit,my,2
divový,dít,on,2
Propus,nakoupit,se,2
všickn,vidět,on,2
ť,ctít,já,2
Ježíš,svolat,učedlník,2
den,trvat,já,2
lidé,pravit,kdo,2
kdo,ztratit,duše,2
kdo,ztratit,já,2
člověk,dát,odměna,2
Ježíš,pojmout,den,2
Ježíš,pojmout,Petr,2
odpověděv,říci,Ježíš,2
Ježíš,přimluvit,ten,2
kdož,přijmout,jméno,2
kole,přijmout,jméno,2
ť,být,život,2
pakle,horšit,ty,2
bůh,spojit,což,2
kdož,propustit,manželka,2
kole,propustit,manželka,2
já,pít,kterýž,2
já,křítit,kterýž,2
ten,uslyšat,deset,2
kdožkole,chtít,vy,2
mnohý,stlat,roucha,2
mnohý,stlat,cesta,2
kteříž,jít,on,2
kdož,říci,hora,2
kdož,říci,kole,2
kole,říci,hora,2
kole,říci,kole,2
což,říci,hora,2
což,říci,kole,2
kdo,dát,moc,2
ť,ustýdnout,syn,2
tento,stát,pán,2
saduce,přijít,on,2
někdo,svést,vy,2
bratr,vydat,ť,2
utíkání,být,zima,2
jakéhož,být,počátek,2
aj,předpovědět,vy,2
měsíc,dát,světlo,2
žádný,vědět,den,2
všecheň,pravit,což,2
všecheň,pravit,vy,2
Bděte,pravit,což,2
Bděte,pravit,vy,2
Ježíš,vzav,chléb,2
krev,mít,smlouva,2
kterýž,vylévat,mnohý,2
všickn,zhoršit,já,2
všickn,zhoršit,noc,2
vy,zhoršit,já,2
vy,zhoršit,noc,2
amen,pravit,toba,2
prvý,zazpívat,dvakrát,2
ť,mít,smrt,2
duše,mít,smrt,2
já,chtít,což,2
kterýž,zrazovat,já,2
rada,hledat,svědectví,2
kněz,otázat,on,2
an,sedět,pravice,2
kterýž,chodit,on,2
Ježíš,zvolat,hodina,2
opona,roztrhnout,dvé,2
Marie,být,jenž,2
rod,být,David,2
anděl,ukázat,sen,2
anděl,ukázat,Jozef,2
kterýž,přicházet,já,2
ďábel,pojmout,on,2
opustiva,bydlit,Kafarnaum,2
opustiva,bydlit,moře,2
opustiva,bydlit,temnost,2
kterýž,bydlit,Kafarnaum,2
kterýž,bydlit,temnost,2
Dokudž,pominout,nebe,2
Dokudž,pominout,zákon,2
puňktík,pominout,nebe,2
puňktík,pominout,zákon,2
slout,být,království,2
kdožkole,propustit,manželka,2
což,být,zlý,2
ten,být,zlý,2
déš,dávat,spravedlivý,2
kterýž,vcházet,on,2
strom,nést,ť,2
strom,nést,strom,2
zlý,nést,ť,2
zlý,nést,strom,2
ť,dít,den,2
kterýž,ustavět,dům,2
Ježíš,dokonat,řeč,2
Ježíš,dokonat,tento,2
víno,let,nádoba,2
Přišed,říci,on,2
on,slitovat,on,2
kdo,přijímat,vy,2
přijímat,přijímat,vy,2
přijímat,přijímat,já,2
kdo,přijímat,prorok,2
kdo,přijímat,spravedlivý,2
kdož,přijímat,prorok,2
kdož,přijímat,spravedlivý,2
kterýž,činit,násilí,2
kněz,rušit,sobota,2
kdo,uslyšet,hlas,2
oko,zamhouřit,svůj,2
ť,být,skonání,2
kterýž,činit,pravost,2
což,zbýt,drobet,2
což,vcházet,ústa,2
Ježíš,říci,učedlník,2
syn,přijít,sláva,2
Ježíš,přikázat,on,2
co,zdát,te,2
ten,učinit,on,2
kdož,pojmout,jiný,2
vy,sednout,trůn,2
Rci,říci,on,2
já,pstát,kalich,2
já,křítit,jenž,2
Otíž,povdat,vy,2
kterýž,vydávat,čas,2
Seď,položit,nepřítel,2
Seď,položit,podnož,2
protož,přisahat,oltář,2
protož,přisahat,on,2
protož,přisahat,ten,2
kdožkole,přisahat,oltář,2
kdožkole,přisahat,on,2
kdožkole,přisahat,ten,2
kdož,přisahat,chrám,2
kdož,přisahat,nebe,2
kdož,přisahat,trůn,2
vnitř,být,konev,2
kterýž,vzít,hřiven,2
země,stát,veliký,2
křtíc,být,jméno,2
Učíc,být,jméno,2
cesta,být,vichra,2
všecka,vysušovat,on,2
tlučení,být,bedra,2
což,mít,moře,2
zeduka,mít,moře,2
tiť,vystavět,věž,2
Mea,vystavět,věž,2
ten,položit,trám,2
syn,opravovat,jenž,2
syn,opravovat,díl,2
syn,opravovat,dům,2
polovice,držet,on,2
polovice,držet,kop,2
Sanballat,poslat,já,2
bůh,dát,ten,2
což,čít,kniha,2
on,počínat,se,2
tys,vyslýchat,nebe,2
kterýž,vysvobozovat,on,2
kterýž,vysvobozovat,ruka,2
všecka,přijít,my,2
těžkost,přijít,my,2
Joiad,zplodit,Jonatana,2
Joiad,zplodit,Jaddua,2
Jonatan,zplodit,Jonatana,2
Jonatan,zplodit,Jaddua,2
Levítová,dávat,čas,2
Levítová,dávat,díl,2
Levítová,dávat,odměření,2
Levítová,dávat,syn,2
Mojžíš,vzít,muž,2
kterýž,vycházet,boj,2
Mojžíš,sečít,kterýž,2
kterýž,být,příbytek,2
Mojžíš,sečít,Aron,2
Mojžíš,sčetnout,kterýž,2
Mojžíš,sčetnout,rozkaz,2
žena,uchýlit,muž,2
duch,pohnout,horlivost,2
voda,vejít,on,2
hospodin,požehnát,toba,2
on,být,řád,2
oblak,zdvihnout,stánek,2
oblak,být,den,2
kdo,dát,my,2
rosa,sstupovat,vojsko,2
rosa,sstupovat,noc,2
rosa,sstupovat,manna,2
Mojžíš,poslat,kterýž,2
kterýž,oplývat,mléko,2
Kananejský,bydlet,Amaly,2
Kananejský,bydlet,kraj,2
Kananejský,bydlet,moře,2
kterýž,slyšet,pověst,2
kterýž,činit,vinný,2
sláva,mít,znamení,2
tělo,padnout,poušť,2
ten,uvést,reptání,2
ten,uvést,on,2
ten,uvést,množství,2
zákon,být,vy,2
Mojžíš,říci,Chóre,2
Mojžíš,přijít,stánek,2
kterýž,zemřít,rána,2
kterýž,zemřít,příčina,2
jenž,zemřít,rána,2
jenž,zemřít,příčina,2
pohlaví,jíst,svatyně,2
což,být,olej,2
měsíc,být,on,2
my,zemřít,Hospodin,2
bratr,zemřít,Hospodin,2
kterýž,bydlit,poledne,2
lid,porazit,on,2
Balák,dát,já,2
Balák,dát,dům,2
Balák,dát,stříbro,2
an,stát,cesta,2
anděl,mluvit,on,2
slovo,mluvit,kterýž,2
Abys,zlořečit,nepřítel,2
ť,patřit,pravost,2
bůh,vyvést,on,2
bůh,vyvést,Egypt,2
bůh,učinit,on,2
Balám,odpovědět,jenž,2
assyrský,ssoužit,Žid,2
ten,být,poškvrna,2
Mojžíš,oznámit,syn,2
otec,zrušit,ten,2
pakle,mlčet,den,2
muž,mlčet,den,2
všecka,vypálit,oheň,2
zlato,protáhnout,voda,2
kterýž,vytáhnout,vojna,2
syn,vládnout,dědictví,2
hospodin,mluvit,rovina,2
kterýž,dát,Levít,2
přítel,zabít,on,2
on,zabít,vražedlník,2
přítel,zabít,člověk,2
kterýž,stát,syn,2
protož,pobrat,čas,2
ozdoběce,chodit,svůj,2
země,vyslyšet,obilý,2
země,vyslyšet,věc,2
Jezreel,vyslyšet,obilý,2
Jezreel,vyslyšet,věc,2
ť,zpomenout,pravost,2
jísto,být,Assyria,2
nenávist,být,dům,2
bůh,pohrdnout,on,2
syn,postavit,já,2
Ažby,zavítat,den,2
kterýž,chodit,město,2
jenž,vstupovat,poušť,2
každý,mívat,jenž,2
každý,mívat,dvém,2
tvůj,mít,jiný,2
tvůj,mít,milý,2
jediný,mít,holubice,2
jedinká,mít,holubice,2
kdo,potěšit,on,2
úpění,mít,přestoupení,2
dcera,svěšovat,země,2
prorok,předpovídat,tvá,2
prorok,předpovídat,věc,2
prorok,předpovídat,toba,2
prorok,předpovídat,těžkost,2
síla,mít,naděje,2
přijmeš,mít,slovo,2
přijmeš,mít,schovat,2
přijmeš,mít,se,2
přikázaný,mít,slovo,2
přikázaný,mít,schovat,2
přikázaný,mít,se,2
zmotaný,být,cesta,2
převrácenost,být,srdce,2
kdož,nalézat,já,2
život,nalézat,já,2
kterýž,jít,stezka,2
syn,obveselovat,otec,2
spravedlnost,vytrhovat,smrt,2
kterýž,činit,hanba,2
ústa,přikrývat,ukrutnost,2
práce,být,život,2
práce,být,hřích,2
nábytek,být,život,2
nábytek,být,hřích,2
kterýž,posílat,on,2
kdož,prodávat,on,2
kdo,hledat,dobrý,2
kdo,hledat,zlý,2
kdož,hledat,dobrý,2
kdož,hledat,zlý,2
kdo,milovat,cvičení,2
kdo,milovat,umění,2
milovat,milovat,cvičení,2
milovat,milovat,umění,2
kdož,nenávidět,domlouvání,2
kdo,dělat,země,2
kdož,následovat,zahaleč,2
kterýž,obmýšlet,zlý,2
život,být,stezka,2
duše,ostříhat,ústa,2
kdož,ostříhat,naučení,2
cesta,zdát,člověk,2
kdož,slitovávat,chudý,2
Učiniteli,činit,útržek,2
duše,ostříhat,ten,2
duše,ostříhat,cesta,2
kdož,ostříhat,ten,2
kdož,ostříhat,cesta,2
kdo,přikrývat,přestoupení,2
kdož,milovat,svad,2
kdož,milovat,hřích,2
milovat,milovat,svad,2
milovat,milovat,hřích,2
kdo,zplodit,blázen,2
kdo,zplodit,zámutek,2
kdo,zplodit,on,2
zplodit,zplodit,blázen,2
zplodit,zplodit,zámutek,2
zplodit,zplodit,on,2
kdo,naleznout,manželka,2
kdo,naleznout,věc,2
naleznout,naleznout,manželka,2
naleznout,naleznout,věc,2
ten,mít,přítel,2
kdož,mít,přítel,2
svědek,být,pomsta,2
ten,ostříhat,přikázaný,2
duše,ostříhat,přikázaný,2
přestat,být,každý,2
přestat,být,poctivost,2
ten,být,každý,2
blázen,být,každý,2
blázen,být,poctivost,2
kdo,ostříhat,úzkost,2
kdo,ostříhat,svůj,2
ostříhat,ostříhat,úzkost,2
ostříhat,ostříhat,svůj,2
metlo,vzdálit,on,2
zlost,bývat,zjevený,2
zlost,bývat,shromáždění,2
kterýž,slíbit,cizozemek,2
kdo,slíbit,cizozemek,2
kdož,schovávat,on,2
vítr,schovávat,on,2
kdo,doufat,Hospodina,2
dávat,mít,nedostatek,2
dávat,mít,množství,2
kterýž,poslouchat,slovo,2
kdo,mít,spolek,2
kdo,mít,nenávist,2
kdo,mít,duše,2
mít,mít,spolek,2
mít,mít,nenávist,2
mít,mít,duše,2
tlout,vyvodit,krev,2
tlout,vyvodit,svár,2
stiskání,vyvodit,krev,2
stiskání,vyvodit,svár,2
popouzení,vyvodit,krev,2
popouzení,vyvodit,svár,2
kupec,prodávat,pas,2
kterýž,být,Řím,2
bůh,vydat,žádost,2
kterýž,být,přirození,2
věc,činit,věc,2
kdož,činit,věc,2
zákon,majít,zákon,2
jméno,být,porouhání,2
jméno,být,pohan,2
zákon,mluvit,ten,2
zákon,mluvit,zákon,2
kterýž,mluvit,ten,2
kterýž,mluvit,zákon,2
který,být,zákon,2
smrt,kralovat,ten,2
vina,přijít,pád,2
milost,přijít,pád,2
hřích,umřít,jednou,2
vy,mít,ten,2
kterýž,přebývat,já,2
kterýž,mít,my,2
kterýchž,povolat,ten,2
Kristus,být,jenž,2
Kristus,být,všecka,2
bůh,být,jenž,2
bůh,být,tělo,2
bůh,být,všecka,2
pohubení,učinit,spravedlivý,2
pohubení,učinit,pohubení,2
pán,učinit,spravedlivý,2
pán,učinit,pohubení,2
ten,dosáhnout,spravedlnost,2
pohaný,dosáhnout,spravedlnost,2
bůh,vzkřísit,on,2
kdožkole,vzývat,jméno,2
bůh,odpustit,ratolest,2
bůh,odpustit,toba,2
ť,mít,on,2
nepřítel,být,strana,2
šetřit,šetřit,den,2
kdo,šetřit,pán,2
kdož,jíst,pán,2
hanění,připadnout,já,2
národ,chvalit,Hospodina,2
národ,chvalit,všickn,2
všickn,velebtvout,on,2
lidé,velebtvout,on,2
kterýž,být,pán,2
Noémi,říci,nevěsta,2
on,pozdvihat,hlas,2
muž,učinit,on,2
Ezron,zplodit,Aminadab,2
Rama,zplodit,Aminadab,2
Ram,zplodit,Aminadab,2
Aminadab,zplodit,Salmon,2
Názon,zplodit,Názon,2
Salmon,zplodit,Obéda,2
Bóz,zplodit,Bóza,2
Obéd,zplodit,David,2
Kananejský,bydlit,on,2
syn,sloužit,léta,2
Jáhel,vzít,hřeb,2
Jáhel,vzít,kladivo,2
manželka,vzít,hřeb,2
manželka,vzít,kladivo,2
Slyštež,zpívat,žalma,2
Slyštež,zpívat,bůh,2
já,zpívat,žalma,2
já,zpívat,bůh,2
hrdina,být,podíl,2
já,vyvést,dům,2
já,vyvést,služba,2
Gedeon,odpovědět,on,2
Gedeon,mluvit,bůh,2
tento,jít,teba,2
houf,troubit,trouba,2
Goréb,zabít,Goréba,2
Goréb,zabít,skála,2
Goréb,zabít,lis,2
Goréb,zabít,Zéb,2
Zéba,zabít,Goréba,2
Zéba,zabít,skála,2
Zéba,zabít,lis,2
Zéba,zabít,Zéb,2
kterýž,být,hrdlo,2
ten,porodit,syn,2
muž,panovat,vy,2
on,nechat,ť,2
kterýž,zmordovat,on,2
kterýž,zmordovat,bratr,2
syn,přijít,Sich,2
lid,sstupovat,vrch,2
Jefte,odpovědět,Galádský,2
vy,mít,nenávist,2
galádský,říci,Jefte,2
Jefte,poslat,poslo,2
Izrael,soudit,on,2
Manue,říci,anděl,2
tovaryc,dát,on,2
Samson,odpovědět,on,2
čelist,osličit,hromada,2
Filistinská,přijít,kníže,2
Filistinská,přijít,on,2
Oklamej,říci,on,2
ť,dát,nepřítel,2
dům,stát,jenž,2
on,pobít,umíraj,2
každý,činit,ten,2
Efraim,přijít,hora,2
Efraim,přijít,dům,2
Míchov,být,dům,2
kterýž,chodit,shlédnutí,2
kdo,přijmout,dům,2
Lebno,být,strana,2
Lebno,být,poledne,2
vy,dát,on,2
ten,přisahat,Hospodina,2
ten,přisahat,Melech,2
ten,přisahat,svůj,2
kterýž,přisahat,Hospodina,2
kterýž,přisahat,Melech,2
kterýž,přisahat,svůj,2
ten,přinést,já,2
koříc,přinést,já,2
hospodin,zachovat,ty,2
Jan,křtít,voda,2
duše,nechat,peklo,2
známý,učinit,cesta,2
muž,být,den,2
hrob,být,my,2
hrob,být,den,2
bůh,vzkřísit,ten,2
bůh,vzkřísit,Ježíš,2
vy,ukřižovat,kteréhož,2
bůh,vzkřísit,kteréhož,2
pán,vzbudit,Prorok,2
pán,vzbudit,vy,2
co,stát,chvíle,2
kterýž,naleznout,milost,2
kterýž,naleznout,oblíčej,2
kterýž,naleznout,stánek,2
kterýž,naleznout,bůh,2
světlo,obklíčit,pojedna,2
Ananiáš,jít,jenž,2
kterýž,být,damašek,2
Petr,mít,kterýž,2
ť,mít,Šimon,2
kterýž,mít,hospoda,2
kterýž,mít,Šimon,2
kterýž,mít,dům,2
muž,stát,dům,2
kdož,bát,on,2
Marek,mít,kterýž,2
kterýž,činit,vůle,2
kterýž,přebývat,Jeruzalém,2
